logged_at,event_type,shop_id,shop_name,actor_user_id,actor_name,invoice_id,invoice_number,source,product_id,product_name_snapshot,barcode,quantity,unit_price,line_total,invoice_total,payment_mode,payment_details
2026-07-13T22:02:11+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000008,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-13T22:02:12+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000008,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-13T22:02:34+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000010,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-13T22:02:50+05:30,invoice.finalized,1,Shop One,1,Owner One,1,1,checkout,1,Test 750ml,8901000000011,1,50.00,50.00,50.00,cash,"[{""amount"": ""50.00"", ""mode"": ""cash""}]"
2026-07-13T22:03:01+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000012,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-13T22:03:12+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000013,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-13T22:03:23+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000016,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-13T22:03:34+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000014,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-13T22:04:25+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000001,2,100.00,200.00,200.00,cash,"[{""amount"": ""200.00"", ""mode"": ""cash""}]"
2026-07-13T22:04:36+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000002,1,100.00,100.00,600.00,upi,"[{""amount"": ""600.00"", ""mode"": ""upi""}]"
2026-07-13T22:04:36+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,2,Test 750ml,8901000000003,2,250.00,500.00,600.00,upi,"[{""amount"": ""600.00"", ""mode"": ""upi""}]"
2026-07-13T22:04:46+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000004,1,500.00,500.00,500.00,cash + upi split,"[{""amount"": ""200.00"", ""mode"": ""cash""}, {""amount"": ""300.00"", ""mode"": ""upi""}]"
2026-07-13T22:05:26+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000008,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-13T22:05:27+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000008,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-13T22:05:49+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000010,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-13T22:06:05+05:30,invoice.finalized,1,Shop One,1,Owner One,1,1,checkout,1,Test 750ml,8901000000011,1,50.00,50.00,50.00,cash,"[{""amount"": ""50.00"", ""mode"": ""cash""}]"
2026-07-13T22:06:16+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000012,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-13T22:06:27+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000013,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-13T22:06:37+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000016,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-13T22:06:48+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000014,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-13T22:09:34+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000001,2,100.00,200.00,200.00,cash,"[{""amount"": ""200.00"", ""mode"": ""cash""}]"
2026-07-13T22:09:44+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000002,1,100.00,100.00,600.00,upi,"[{""amount"": ""600.00"", ""mode"": ""upi""}]"
2026-07-13T22:09:44+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,2,Test 750ml,8901000000003,2,250.00,500.00,600.00,upi,"[{""amount"": ""600.00"", ""mode"": ""upi""}]"
2026-07-13T22:09:54+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000004,1,500.00,500.00,500.00,cash + upi split,"[{""amount"": ""200.00"", ""mode"": ""cash""}, {""amount"": ""300.00"", ""mode"": ""upi""}]"
2026-07-13T22:10:33+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000008,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-13T22:10:34+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000008,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-13T22:10:53+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000010,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-13T22:11:09+05:30,invoice.finalized,1,Shop One,1,Owner One,1,1,checkout,1,Test 750ml,8901000000011,1,50.00,50.00,50.00,cash,"[{""amount"": ""50.00"", ""mode"": ""cash""}]"
2026-07-13T22:11:19+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000012,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-13T22:11:30+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000013,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-13T22:11:40+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000016,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-13T22:11:49+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000014,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
