logged_at,event_type,shop_id,shop_name,actor_user_id,actor_name,invoice_id,invoice_number,source,product_id,product_name_snapshot,barcode,quantity,unit_price,line_total,invoice_total,payment_mode,payment_details
2026-07-14T17:33:19+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8908000000002,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T17:33:24+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8908000000003,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T17:33:28+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8908000000004,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T17:33:33+05:30,invoice.finalized,1,Test Liquor Corner,3,Cashier One,1,1,checkout,1,X 750ml,8908000000005,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:36:52+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000001,2,100.00,200.00,200.00,cash,"[{""amount"": ""200.00"", ""mode"": ""cash""}]"
2026-07-14T20:36:58+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000002,1,100.00,100.00,600.00,upi,"[{""amount"": ""600.00"", ""mode"": ""upi""}]"
2026-07-14T20:36:58+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,2,Test 750ml,8901000000003,2,250.00,500.00,600.00,upi,"[{""amount"": ""600.00"", ""mode"": ""upi""}]"
2026-07-14T20:37:03+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000004,1,500.00,500.00,500.00,cash + upi split,"[{""amount"": ""200.00"", ""mode"": ""cash""}, {""amount"": ""300.00"", ""mode"": ""upi""}]"
2026-07-14T20:37:23+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000008,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:37:23+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000008,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:37:33+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000010,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:37:41+05:30,invoice.finalized,1,Shop One,1,Owner One,1,1,checkout,1,Test 750ml,8901000000011,1,50.00,50.00,50.00,cash,"[{""amount"": ""50.00"", ""mode"": ""cash""}]"
2026-07-14T20:37:47+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000012,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:37:52+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000013,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:37:57+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000016,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:38:03+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000014,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:38:16+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000001,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:38:16+05:30,invoice.finalized,1,Shop One,3,Cashier One,2,2,checkout,1,X 750ml,8903000000001,2,100.00,200.00,200.00,upi,"[{""amount"": ""200.00"", ""mode"": ""upi""}]"
2026-07-14T20:38:22+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000002,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:38:42+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000004,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:38:43+05:30,invoice.finalized,1,Shop One,3,Cashier One,2,2,checkout,1,X 750ml,8903000000004,1,100.00,100.00,100.00,upi,"[{""amount"": ""100.00"", ""mode"": ""upi""}]"
2026-07-14T20:38:49+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000005,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:39:07+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8902000000001,2,100.00,200.00,200.00,cash,"[{""amount"": ""200.00"", ""mode"": ""cash""}]"
2026-07-14T20:39:08+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000001,2,100.00,200.00,200.00,cash,"[{""amount"": ""200.00"", ""mode"": ""cash""}]"
2026-07-14T20:39:08+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000001,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:39:09+05:30,invoice.finalized,1,Shop One,3,Cashier One,2,2,checkout,1,X 750ml,8903000000001,2,100.00,200.00,200.00,upi,"[{""amount"": ""200.00"", ""mode"": ""upi""}]"
2026-07-14T20:39:14+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000002,1,100.00,100.00,600.00,upi,"[{""amount"": ""600.00"", ""mode"": ""upi""}]"
2026-07-14T20:39:14+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,2,Test 750ml,8901000000003,2,250.00,500.00,600.00,upi,"[{""amount"": ""600.00"", ""mode"": ""upi""}]"
2026-07-14T20:39:15+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8902000000002,3,100.00,300.00,300.00,cash,"[{""amount"": ""300.00"", ""mode"": ""cash""}]"
2026-07-14T20:39:15+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000002,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:39:20+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000004,1,500.00,500.00,500.00,cash + upi split,"[{""amount"": ""200.00"", ""mode"": ""cash""}, {""amount"": ""300.00"", ""mode"": ""upi""}]"
2026-07-14T20:39:21+05:30,invoice.finalized,1,Shop One,1,Owner One,1,1,checkout,1,X 750ml,8902000000012,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:39:27+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8902000000013,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:39:34+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8902000000014,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:39:35+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000004,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:39:36+05:30,invoice.finalized,1,Shop One,3,Cashier One,2,2,checkout,1,X 750ml,8903000000004,1,100.00,100.00,100.00,upi,"[{""amount"": ""100.00"", ""mode"": ""upi""}]"
2026-07-14T20:39:41+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8902000000003,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:39:43+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000005,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:39:43+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000008,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:39:44+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000008,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:39:47+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8902000000010,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:39:48+05:30,invoice.finalized,1,Shop One,3,Cashier One,2,2,checkout,1,X 750ml,8902000000010,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:39:49+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000006,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:39:50+05:30,invoice.finalized,1,Shop One,3,Cashier One,2,2,checkout,1,X 750ml,8903000000006,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:39:54+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8902000000004,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:39:56+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000010,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:39:57+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000014,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:40:02+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8902000000005,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:40:05+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000015,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:40:06+05:30,invoice.finalized,1,Shop One,1,Owner One,1,1,checkout,1,Test 750ml,8901000000011,1,50.00,50.00,50.00,cash,"[{""amount"": ""50.00"", ""mode"": ""cash""}]"
2026-07-14T20:40:09+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8902000000011,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:40:12+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000007,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:40:14+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000012,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:40:17+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8902000000006,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:40:22+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000008,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:40:23+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000013,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:40:27+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8902000000007,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:40:31+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000016,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:40:32+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000009,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:40:36+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8902000000008,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:40:39+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000014,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:40:40+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000010,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:40:46+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8902000000009,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:40:50+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000011,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:40:54+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8902000000010,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T20:40:58+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000013,1,100.00,100.00,100.00,card,"[{""amount"": ""100.00"", ""mode"": ""card""}]"
2026-07-14T20:41:05+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000012,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:19:48+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8908000000001,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:19:54+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8908000000002,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:20:00+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8908000000003,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:20:05+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8908000000004,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:20:12+05:30,invoice.finalized,1,Test Liquor Corner,3,Cashier One,1,1,checkout,1,X 750ml,8908000000005,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:20:17+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000001,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:20:18+05:30,invoice.finalized,1,Shop One,3,Cashier One,2,2,checkout,1,X 750ml,8903000000001,2,100.00,200.00,200.00,upi,"[{""amount"": ""200.00"", ""mode"": ""upi""}]"
2026-07-14T22:20:24+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000002,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:20:44+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000004,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:20:44+05:30,invoice.finalized,1,Shop One,3,Cashier One,2,2,checkout,1,X 750ml,8903000000004,1,100.00,100.00,100.00,upi,"[{""amount"": ""100.00"", ""mode"": ""upi""}]"
2026-07-14T22:20:50+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000005,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:20:57+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000006,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:20:57+05:30,invoice.finalized,1,Shop One,3,Cashier One,2,2,checkout,1,X 750ml,8903000000006,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:21:04+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000014,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:21:06+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000001,2,100.00,200.00,200.00,cash,"[{""amount"": ""200.00"", ""mode"": ""cash""}]"
2026-07-14T22:21:10+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000015,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:21:11+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000002,1,100.00,100.00,600.00,upi,"[{""amount"": ""600.00"", ""mode"": ""upi""}]"
2026-07-14T22:21:11+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,2,Test 750ml,8901000000003,2,250.00,500.00,600.00,upi,"[{""amount"": ""600.00"", ""mode"": ""upi""}]"
2026-07-14T22:21:16+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000007,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:21:17+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000004,1,500.00,500.00,500.00,cash + upi split,"[{""amount"": ""200.00"", ""mode"": ""cash""}, {""amount"": ""300.00"", ""mode"": ""upi""}]"
2026-07-14T22:21:24+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000008,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:21:42+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000008,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:21:43+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000008,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:21:54+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000010,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:22:01+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8908000000001,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:22:04+05:30,invoice.finalized,1,Shop One,1,Owner One,1,1,checkout,1,Test 750ml,8901000000011,1,50.00,50.00,50.00,cash,"[{""amount"": ""50.00"", ""mode"": ""cash""}]"
2026-07-14T22:22:07+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8908000000002,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:22:09+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000012,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:22:13+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8908000000003,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:22:15+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000013,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:22:18+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8908000000004,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:22:21+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000016,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:22:24+05:30,invoice.finalized,1,Test Liquor Corner,3,Cashier One,1,1,checkout,1,X 750ml,8908000000005,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:22:26+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000014,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:22:47+05:30,invoice.finalized,,,1,,1,1,offline_session_sync,1,unknown product,,2,100.00,200.00,200.00,cash,"[{""amount"": ""200.00"", ""mode"": ""cash""}]"
2026-07-14T22:22:47+05:30,invoice.finalized,1,Shop One,1,Cashier One,2,2,checkout,1,Offline Test 750ml,8900000009001,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:22:59+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000012,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:23:17+05:30,invoice.finalized,,,1,,1,1,offline_session_sync,1,unknown product,,2,100.00,200.00,200.00,cash,"[{""amount"": ""200.00"", ""mode"": ""cash""}]"
2026-07-14T22:23:17+05:30,invoice.finalized,1,Shop One,1,Cashier One,2,2,checkout,1,Offline Test 750ml,8900000009001,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:24:24+05:30,invoice.finalized,,,1,,1,1,offline_session_sync,1,unknown product,,2,100.00,200.00,200.00,cash,"[{""amount"": ""200.00"", ""mode"": ""cash""}]"
2026-07-14T22:24:25+05:30,invoice.finalized,1,Shop One,1,Cashier One,2,2,checkout,1,Offline Test 750ml,8900000009001,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:27:11+05:30,invoice.finalized,,,1,,1,1,offline_session_sync,1,unknown product,,2,100.00,200.00,200.00,cash,"[{""amount"": ""200.00"", ""mode"": ""cash""}]"
2026-07-14T22:27:11+05:30,invoice.finalized,1,Shop One,1,Cashier One,2,2,checkout,1,Offline Test 750ml,8900000009001,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:28:10+05:30,invoice.finalized,,,1,,1,1,offline_session_sync,1,unknown product,,2,100.00,200.00,200.00,cash,"[{""amount"": ""200.00"", ""mode"": ""cash""}]"
2026-07-14T22:28:11+05:30,invoice.finalized,1,Shop One,1,Cashier One,2,2,checkout,1,Offline Test 750ml,8900000009001,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-14T22:28:47+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000001,2,100.00,200.00,200.00,cash,"[{""amount"": ""200.00"", ""mode"": ""cash""}]"
2026-07-14T22:28:52+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,Test 750ml,8901000000002,1,100.00,100.00,600.00,upi,"[{""amount"": ""600.00"", ""mode"": ""upi""}]"
2026-07-14T22:28:52+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,2,Test 750ml,8901000000003,2,250.00,500.00,600.00,upi,"[{""amount"": ""600.00"", ""mode"": ""upi""}]"
