logged_at,event_type,shop_id,shop_name,actor_user_id,actor_name,lot_id,vendor_id,vendor_name,vendor_gstin,purchase_date,vendor_invoice_number,invoice_value,reference,notes,product_id,product_name_snapshot,barcode,quantity,good_condition_quantity,breakage_quantity,current_price,row_total
2026-07-14T17:33:41+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,3,Kingfisher 750ml,8900000000003,24,24,0,100.00,2400.00
2026-07-14T17:33:47+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8900000000004,1,1,0,100.00,100.00
2026-07-14T17:34:02+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8900000000008,4,4,0,100.00,400.00
2026-07-14T17:34:06+05:30,lot.received,1,Shop One,2,Receiver One,1,3,Acme Distributors,21ABCDE1234F1Z5,2026-07-13,INV-99,1234.50,,,1,Gold Label 750ml,8911111111111,10,8,2,100.00,1000.00
2026-07-14T17:34:09+05:30,lot.received,1,Shop One,2,Receiver One,1,,Vendor link disabled,,2026-07-14,AUTO-RECEIPT,0.00,AUTO-LOT,No vendor prompt,1,No Vendor Link 750ml,8922222222222,5,5,0,100.00,500.00
2026-07-14T17:34:13+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8900000000009,7,7,0,100.00,700.00
2026-07-14T17:34:13+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,2,B 750ml,8900000000010,2,2,0,100.00,200.00
2026-07-14T17:34:16+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,FIRST,,1,Test 750ml,8900000000011,1,1,0,100.00,100.00
2026-07-14T17:34:16+05:30,lot.received,1,Shop One,2,Receiver One,2,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,SECOND,,2,Test 750ml,8900000000012,1,1,0,100.00,100.00
2026-07-14T17:34:20+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8900000000013,3,3,0,100.00,300.00
2026-07-14T20:36:51+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000001,5,5,0,100.00,500.00
2026-07-14T20:36:57+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000002,5,5,0,100.00,500.00
2026-07-14T20:36:57+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,2,Test 750ml,8901000000003,5,5,0,250.00,1250.00
2026-07-14T20:37:02+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000004,5,5,0,500.00,2500.00
2026-07-14T20:37:07+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000005,5,5,0,100.00,500.00
2026-07-14T20:37:12+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000006,3,3,0,100.00,300.00
2026-07-14T20:37:17+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000007,5,5,0,100.00,500.00
2026-07-14T20:37:22+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000008,5,5,0,100.00,500.00
2026-07-14T20:37:28+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000009,5,5,0,100.00,500.00
2026-07-14T20:37:32+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000010,1,1,0,100.00,100.00
2026-07-14T20:37:41+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000011,5,5,0,50.00,250.00
2026-07-14T20:37:46+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000012,5,5,0,100.00,500.00
2026-07-14T20:37:52+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000013,5,5,0,100.00,500.00
2026-07-14T20:37:57+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000016,5,5,0,100.00,500.00
2026-07-14T20:38:02+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000014,5,5,0,100.00,500.00
2026-07-14T20:38:16+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8903000000001,5,5,0,100.00,500.00
2026-07-14T20:38:22+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8903000000002,5,5,0,100.00,500.00
2026-07-14T20:38:34+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8903000000003,5,5,0,100.00,500.00
2026-07-14T20:38:41+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8903000000004,5,5,0,100.00,500.00
2026-07-14T20:38:49+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8903000000005,5,5,0,100.00,500.00
2026-07-14T20:39:07+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8902000000001,5,5,0,100.00,500.00
2026-07-14T20:39:07+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000001,5,5,0,100.00,500.00
2026-07-14T20:39:07+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8903000000001,5,5,0,100.00,500.00
2026-07-14T20:39:14+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000002,5,5,0,100.00,500.00
2026-07-14T20:39:14+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,2,Test 750ml,8901000000003,5,5,0,250.00,1250.00
2026-07-14T20:39:14+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8902000000002,5,5,0,100.00,500.00
2026-07-14T20:39:15+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8903000000002,5,5,0,100.00,500.00
2026-07-14T20:39:19+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000004,5,5,0,500.00,2500.00
2026-07-14T20:39:21+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8902000000012,5,5,0,100.00,500.00
2026-07-14T20:39:25+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000005,5,5,0,100.00,500.00
2026-07-14T20:39:26+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8902000000013,5,5,0,100.00,500.00
2026-07-14T20:39:29+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8903000000003,5,5,0,100.00,500.00
2026-07-14T20:39:31+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000006,3,3,0,100.00,300.00
2026-07-14T20:39:33+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8902000000014,5,5,0,100.00,500.00
2026-07-14T20:39:35+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8903000000004,5,5,0,100.00,500.00
2026-07-14T20:39:37+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000007,5,5,0,100.00,500.00
2026-07-14T20:39:40+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8902000000003,5,5,0,100.00,500.00
2026-07-14T20:39:42+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8903000000005,5,5,0,100.00,500.00
2026-07-14T20:39:43+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000008,5,5,0,100.00,500.00
2026-07-14T20:39:46+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8902000000010,10,10,0,100.00,1000.00
2026-07-14T20:39:49+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8903000000006,5,5,0,100.00,500.00
2026-07-14T20:39:49+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000009,5,5,0,100.00,500.00
2026-07-14T20:39:53+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8902000000004,5,5,0,100.00,500.00
2026-07-14T20:39:54+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000010,1,1,0,100.00,100.00
2026-07-14T20:39:56+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8903000000014,5,5,0,100.00,500.00
2026-07-14T20:40:01+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8902000000005,5,5,0,100.00,500.00
2026-07-14T20:40:04+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8903000000015,5,5,0,100.00,500.00
2026-07-14T20:40:06+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000011,5,5,0,50.00,250.00
2026-07-14T20:40:08+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8902000000011,5,5,0,100.00,500.00
2026-07-14T20:40:11+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8903000000007,5,5,0,100.00,500.00
2026-07-14T20:40:13+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000012,5,5,0,100.00,500.00
2026-07-14T20:40:17+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8902000000006,5,5,0,100.00,500.00
2026-07-14T20:40:21+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8903000000008,5,5,0,100.00,500.00
2026-07-14T20:40:22+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000013,5,5,0,100.00,500.00
2026-07-14T20:40:26+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8902000000007,5,5,0,100.00,500.00
2026-07-14T20:40:30+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000016,5,5,0,100.00,500.00
2026-07-14T20:40:31+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8903000000009,5,5,0,100.00,500.00
2026-07-14T20:40:35+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8902000000008,5,5,0,100.00,500.00
2026-07-14T20:40:38+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000014,5,5,0,100.00,500.00
2026-07-14T20:40:39+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8903000000010,5,5,0,100.00,500.00
2026-07-14T20:40:45+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8902000000009,5,5,0,100.00,500.00
2026-07-14T20:40:49+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8903000000011,5,5,0,100.00,500.00
2026-07-14T20:40:53+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8902000000010,5,5,0,100.00,500.00
2026-07-14T20:40:57+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8903000000013,5,5,0,100.00,500.00
2026-07-14T20:41:04+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,X 750ml,8903000000012,5,5,0,100.00,500.00
2026-07-14T22:15:04+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,INV-2026-001,Friday morning delivery,1,Test 750ml,8901234567890,12,12,0,100.00,1200.00
2026-07-14T22:15:10+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Royal Stag 750ml,8900000000001,6,6,0,100.00,600.00
2026-07-14T22:15:10+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,2,Blenders Pride 750ml,8900000000002,3,3,0,100.00,300.00
2026-07-14T22:15:10+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,3,Kingfisher 750ml,8900000000003,24,24,0,100.00,2400.00
2026-07-14T22:15:18+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8900000000004,1,1,0,100.00,100.00
2026-07-14T22:15:38+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8900000000008,4,4,0,100.00,400.00
2026-07-14T22:15:44+05:30,lot.received,1,Shop One,1,Owner One,1,3,Acme Distributors,21ABCDE1234F1Z5,2026-07-13,INV-99,1234.50,,,1,Gold Label 750ml,8911111111111,10,8,2,100.00,1000.00
2026-07-14T22:15:50+05:30,lot.received,1,Shop One,1,Owner One,1,,Vendor link disabled,,2026-07-14,AUTO-RECEIPT,0.00,AUTO-LOT,No vendor prompt,1,No Vendor Link 750ml,8922222222222,5,5,0,100.00,500.00
2026-07-14T22:15:56+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8900000000009,7,7,0,100.00,700.00
2026-07-14T22:15:56+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,2,B 750ml,8900000000010,2,2,0,100.00,200.00
2026-07-14T22:16:01+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,FIRST,,1,Test 750ml,8900000000011,1,1,0,100.00,100.00
2026-07-14T22:16:06+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8900000000013,3,3,0,100.00,300.00
2026-07-14T22:16:15+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8900000000014,6,6,0,100.00,600.00
2026-07-14T22:17:07+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,INV-2026-001,Friday morning delivery,1,Test 750ml,8901234567890,12,12,0,100.00,1200.00
2026-07-14T22:17:12+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Royal Stag 750ml,8900000000001,6,6,0,100.00,600.00
2026-07-14T22:17:12+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,2,Blenders Pride 750ml,8900000000002,3,3,0,100.00,300.00
2026-07-14T22:17:12+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,3,Kingfisher 750ml,8900000000003,24,24,0,100.00,2400.00
2026-07-14T22:17:20+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8900000000004,1,1,0,100.00,100.00
2026-07-14T22:17:41+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8900000000008,4,4,0,100.00,400.00
2026-07-14T22:17:46+05:30,lot.received,1,Shop One,1,Owner One,1,3,Acme Distributors,21ABCDE1234F1Z5,2026-07-13,INV-99,1234.50,,,1,Gold Label 750ml,8911111111111,10,8,2,100.00,1000.00
2026-07-14T22:17:51+05:30,lot.received,1,Shop One,1,Owner One,1,,Vendor link disabled,,2026-07-14,AUTO-RECEIPT,0.00,AUTO-LOT,No vendor prompt,1,No Vendor Link 750ml,8922222222222,5,5,0,100.00,500.00
2026-07-14T22:17:56+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8900000000009,7,7,0,100.00,700.00
2026-07-14T22:17:56+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,2,B 750ml,8900000000010,2,2,0,100.00,200.00
2026-07-14T22:18:01+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,FIRST,,1,Test 750ml,8900000000011,1,1,0,100.00,100.00
2026-07-14T22:18:02+05:30,lot.received,1,Shop One,1,Owner One,2,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,SECOND,,2,Test 750ml,8900000000012,1,1,0,100.00,100.00
2026-07-14T22:18:07+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8900000000013,3,3,0,100.00,300.00
2026-07-14T22:18:15+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Test 750ml,8900000000014,6,6,0,100.00,600.00
2026-07-14T22:19:06+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,INV-2026-001,Friday morning delivery,1,Test 750ml,8901234567890,12,12,0,100.00,1200.00
2026-07-14T22:19:11+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-14,TEST-INVOICE,0.00,,,1,Royal Stag 750ml,8900000000001,6,6,0,100.00,600.00
