logged_at,event_type,shop_id,shop_name,actor_user_id,actor_name,lot_id,vendor_id,vendor_name,vendor_gstin,purchase_date,vendor_invoice_number,invoice_value,reference,notes,product_id,product_name_snapshot,barcode,quantity,good_condition_quantity,breakage_quantity,current_price,row_total
2026-07-16T13:31:35+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000008,5,5,0,100.00,500.00
2026-07-16T13:31:41+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000016,5,5,0,100.00,500.00
2026-07-16T13:31:49+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000017,5,5,0,100.00,500.00
2026-07-16T13:32:37+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000001,5,5,0,100.00,500.00
2026-07-16T13:32:44+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000002,5,5,0,100.00,500.00
2026-07-16T13:32:57+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000003,5,5,0,100.00,500.00
2026-07-16T13:33:03+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000004,5,5,0,100.00,500.00
2026-07-16T13:33:10+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000005,5,5,0,100.00,500.00
2026-07-16T13:33:16+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000006,5,5,0,100.00,500.00
2026-07-16T13:33:24+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000014,5,5,0,100.00,500.00
2026-07-16T13:33:30+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000015,5,5,0,100.00,500.00
2026-07-16T13:33:37+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000101,10,10,0,100.00,1000.00
2026-07-16T13:33:44+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000102,10,10,0,100.00,1000.00
2026-07-16T13:33:51+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000103,10,10,0,100.00,1000.00
2026-07-16T13:33:59+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000104,10,10,0,100.00,1000.00
2026-07-16T13:34:06+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000105,10,10,0,100.00,1000.00
2026-07-16T13:34:18+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000007,5,5,0,100.00,500.00
2026-07-16T13:34:25+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000008,5,5,0,100.00,500.00
2026-07-16T13:34:31+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000016,5,5,0,100.00,500.00
2026-07-16T13:34:40+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000017,5,5,0,100.00,500.00
2026-07-16T13:34:56+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000009,5,5,0,100.00,500.00
2026-07-16T13:35:04+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000010,5,5,0,100.00,500.00
2026-07-16T13:35:11+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000011,5,5,0,100.00,500.00
2026-07-16T13:35:19+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000013,5,5,0,100.00,500.00
2026-07-16T13:35:25+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000012,5,5,0,100.00,500.00
2026-07-16T17:21:27+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000001,5,5,0,100.00,500.00
2026-07-16T17:21:35+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000002,5,5,0,100.00,500.00
2026-07-16T17:21:50+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000003,5,5,0,100.00,500.00
2026-07-16T17:21:57+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000004,5,5,0,100.00,500.00
2026-07-16T17:22:04+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000005,5,5,0,100.00,500.00
2026-07-16T17:22:10+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000006,5,5,0,100.00,500.00
2026-07-16T17:22:17+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000014,5,5,0,100.00,500.00
2026-07-16T17:22:24+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000015,5,5,0,100.00,500.00
2026-07-16T17:22:29+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000101,10,10,0,100.00,1000.00
2026-07-16T17:22:35+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000102,10,10,0,100.00,1000.00
2026-07-16T17:22:40+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000103,10,10,0,100.00,1000.00
2026-07-16T17:22:47+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000104,10,10,0,100.00,1000.00
2026-07-16T17:22:53+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000105,10,10,0,100.00,1000.00
2026-07-16T17:23:03+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000007,5,5,0,100.00,500.00
2026-07-16T17:23:09+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000008,5,5,0,100.00,500.00
2026-07-16T17:23:15+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000016,5,5,0,100.00,500.00
2026-07-16T17:23:22+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000017,5,5,0,100.00,500.00
2026-07-16T17:23:44+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000007,5,5,0,100.00,500.00
2026-07-16T17:23:44+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000017,5,5,0,100.00,500.00
2026-07-16T17:23:51+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000008,5,5,0,100.00,500.00
2026-07-16T17:23:52+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000018,5,5,0,100.00,500.00
2026-07-16T17:23:58+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000016,5,5,0,100.00,500.00
2026-07-16T17:23:59+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000019,5,5,0,100.00,500.00
2026-07-16T17:24:09+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000018,5,5,0,100.00,500.00
2026-07-16T17:24:16+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000019,5,5,0,100.00,500.00
2026-07-16T17:35:52+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000007,5,5,0,100.00,500.00
2026-07-16T17:35:59+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000008,5,5,0,100.00,500.00
2026-07-16T17:36:05+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000016,5,5,0,100.00,500.00
2026-07-16T17:36:15+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000018,5,5,0,100.00,500.00
2026-07-16T17:36:21+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000020,20,20,0,100.00,2000.00
2026-07-16T17:36:27+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000019,5,5,0,100.00,500.00
2026-07-16T17:37:27+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000007,5,5,0,100.00,500.00
2026-07-16T17:37:34+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000008,5,5,0,100.00,500.00
2026-07-16T17:37:40+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000016,5,5,0,100.00,500.00
2026-07-16T17:37:52+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000018,5,5,0,100.00,500.00
2026-07-16T17:37:59+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000020,20,20,0,100.00,2000.00
2026-07-16T17:38:00+05:30,lot.received,1,Shop One,1,Owner One,2,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,2,X 750ml,8903000000021,20,20,0,100.00,2000.00
2026-07-16T17:38:06+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000019,5,5,0,100.00,500.00
2026-07-16T17:38:43+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000007,5,5,0,100.00,500.00
2026-07-16T17:38:50+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000008,5,5,0,100.00,500.00
2026-07-16T17:38:56+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000016,5,5,0,100.00,500.00
2026-07-16T17:39:07+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000018,5,5,0,100.00,500.00
2026-07-16T17:39:14+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000020,20,20,0,100.00,2000.00
2026-07-16T17:39:15+05:30,lot.received,1,Shop One,1,Owner One,2,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,2,X 750ml,8903000000021,20,20,0,20.00,400.00
2026-07-16T17:39:21+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-16,TEST-INVOICE,0.00,,,1,X 750ml,8903000000019,5,5,0,100.00,500.00
